protocal,count,port,flag,type,attack,srcip
17,47,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,54,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,48,37472,-1,-1,0,-1
17,55,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,52,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,52,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,49,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,49,37472,-1,-1,0,-1
6,1,37124,16,-1,0,-1
17,53,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
17,54,37472,-1,-1,0,-1
6,1,37124,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,443,24,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,50,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
17,53,59086,-1,-1,0,-1
17,55,37472,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,57890,16,-1,0,-1
17,49,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,59086,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,42021,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,42210,24,-1,0,-1
6,1,443,16,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,16,-1,0,-1
6,2,42210,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,24,-1,0,-1
17,52,37472,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,42021,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,443,16,-1,0,-1
6,2,42210,16,-1,0,-1
6,2,443,24,-1,0,-1
17,30,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
1,2,-1,1,8,0,-1
1,2,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,2,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,2,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,2,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,2,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
1,2,-1,1,8,0,-1
1,2,-1,1,0,0,-1
1,1,-1,1,8,0,-1
1,1,-1,1,0,0,-1
6,1,-1,16,-1,0,-1
1,1,-1,1,8,0,-1
6,1,80,16,-1,0,-1
6,1,-1,16,-1,0,-1
1,1,-1,1,8,0,-1
1,2,-1,1,0,0,-1
6,4,-1,16,-1,0,-1
6,1,-1,18,-1,0,-1
6,1,443,2,-1,0,-1
6,2,443,24,-1,0,-1
6,2,-1,24,-1,0,-1
1,1,-1,1,8,0,-1
6,5,443,16,-1,0,-1
1,2,-1,1,8,0,-1
6,1,443,2,-1,0,-1
6,2,80,16,-1,0,-1
6,2,443,24,-1,0,-1
6,4,443,16,-1,0,-1
6,1,80,2,-1,0,-1
6,1,-1,18,-1,0,-1
6,6,-1,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,80,24,-1,0,-1
1,9,-1,1,0,0,-1
6,3,80,16,-1,0,-1
1,11,-1,1,8,0,-1
6,1,443,24,-1,0,-1
6,155,443,16,-1,0,-1
6,629,-1,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,-1,16,-1,0,-1
6,1,80,2,-1,0,-1
6,1,80,24,-1,0,-1
1,7,-1,1,8,0,-1
6,14,443,24,-1,0,-1
6,10,80,16,-1,0,-1
6,5,443,24,-1,0,-1
6,4,80,2,-1,0,-1
6,24,-1,24,-1,0,-1
6,10,-1,18,-1,0,-1
6,1,-1,16,-1,0,-1
6,34,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,5,443,2,-1,0,-1
6,47,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,5,80,24,-1,0,-1
1,8,-1,1,0,0,-1
6,2,80,16,-1,0,-1
1,22,-1,1,8,0,-1
6,1,443,17,-1,0,-1
6,74,443,16,-1,0,-1
6,1,443,20,-1,0,-1
6,2,443,2,-1,0,-1
6,3,-1,25,-1,0,-1
6,1,443,24,-1,0,-1
6,9,80,16,-1,0,-1
6,16,-1,16,-1,0,-1
6,4,443,16,-1,0,-1
6,7,443,24,-1,0,-1
6,1,80,17,-1,0,-1
6,3,443,16,-1,0,-1
6,2,80,16,-1,0,-1
1,20,-1,1,8,0,-1
1,23,-1,1,0,0,-1
6,1,443,16,-1,0,-1
6,3,-1,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,80,24,-1,0,-1
6,2,80,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,24,-1,0,-1
6,4,-1,16,-1,0,-1
